,Title,Year,Rated,Released,Primary_Genre,Genre,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,BoxOffice,Metascore,imdbRating,imdbVotes,Type,popularity,vote_average,vote_count,trakt_vote_average,trakt_vote_count,Actor1,Actor2,Actor3,RottenTomatoesRating,MetacriticRating,Oscar Wins,Oscar Nominations,BAFTA Wins,Primetime Emmy Wins,Overall Wins,Overall Nominations
6710,Nightbitch,2024,R,06 Dec 2024,Comedy,"Comedy, Horror",99.0,Marielle Heller,"Marielle Heller, Rachel Yoder","Amy Adams, Scoot McNairy, Arleigh Snowden","A woman pauses her career to be a stay-at-home mom, but soon her domesticity takes a surreal turn.",English,United States,4 wins & 8 nominations total,0.0,56.0,5.8,3666,movie,14.71,6.8,8,5.90028,712.0,Amy Adams, Scoot McNairy, Arleigh Snowden,57%,56/100,0,0,0,0,4,8
6711,The Rental,2020,R,24 Jul 2020,Drama,"Drama, Horror, Mystery",88.0,Dave Franco,"Dave Franco, Joe Swanberg, Mike Demski","Dan Stevens, Alison Brie, Sheila Vand",Two couples rent a vacation home for what should be a celebratory weekend get-away.,English,United States,5 nominations,1637548.0,62.0,5.7,40294,movie,14.709,5.5,888,5.83608,2611.0,Dan Stevens, Alison Brie, Sheila Vand,73%,62/100,0,0,0,0,0,0
6712,Vanishing Point,1971,R,13 Mar 1971,Action,"Action, Crime, Thriller",99.0,Richard C. Sarafian,"Guillermo Cabrera Infante, Malcolm Hart, Barry Hall","Barry Newman, Cleavon Little, Charlotte Rampling","During the 1970s, car-delivery driver Kowalski delivers hot rods in record time, but always runs into trouble.",English,United States,1 nomination,12442673.0,61.0,7.2,31192,movie,14.706,7.2,450,7.39363,785.0,Barry Newman, Cleavon Little, Charlotte Rampling,79%,61/100,0,0,0,0,0,0
6713,The Nightingale,2018,R,29 Aug 2019,Adventure,"Adventure, Drama, Thriller",136.0,Jennifer Kent,Jennifer Kent,"Aisling Franciosi, Maya Christie, Baykali Ganambarr","Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services...","English, Irish Gaelic, Aboriginal","Australia, Canada",25 wins & 37 nominations,400209.0,77.0,7.3,37384,movie,14.705,7.1,550,7.31921,1723.0,Aisling Franciosi, Maya Christie, Baykali Ganambarr,87%,77/100,0,0,0,0,25,37
6714,Lady in the Water,2006,PG-13,21 Jul 2006,Drama,"Drama, Fantasy, Mystery",110.0,M. Night Shyamalan,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright",Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to...,English,United States,10 wins & 11 nominations total,42285169.0,36.0,5.5,105682,movie,14.703,5.6,1383,5.88004,2009.0,Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright,25%,36/100,0,0,0,0,10,11
6715,Metro,1997,R,17 Jan 1997,Action,"Action, Comedy, Crime",117.0,Thomas Carter,Randy Feldman,"Eddie Murphy, Michael Rapaport, Kim Miyori",A Hostage Negotiator teams up with a Sharpshooter to bring down a dangerous jewel thief.,English,United States,1 nomination,32000301.0,41.0,5.6,29586,movie,14.699,5.69,554,6.19482,811.0,Eddie Murphy, Michael Rapaport, Kim Miyori,17%,41/100,0,0,0,0,0,0
6716,The Virtuoso,2021,R,30 Apr 2021,Action,"Action, Thriller",110.0,Nick Stagliano,"James C. Wolf, Nick Stagliano","Anson Mount, Abbie Cornish, Anthony Hopkins","Danger, deception and murder descend upon a sleepy town when a professional assassin accepts a new assignment from his enigmatic boss.",English,United States,None,0.0,24.0,5.0,9696,movie,14.698,5.915,378,6.00517,1546.0,Anson Mount, Abbie Cornish, Anthony Hopkins,19%,24/100,0,0,0,0,0,0
6717,Baggage Claim,2013,PG-13,27 Sep 2013,Comedy,"Comedy, Romance",96.0,David E. Talbert,David E. Talbert,"Paula Patton, Taye Diggs, Jill Scott","Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.","English, French",United States,1 nomination,21569509.0,34.0,5.1,9801,movie,14.693,5.4,196,6.34028,432.0,Paula Patton, Taye Diggs, Jill Scott,16%,34/100,0,0,0,0,0,0
6718,Monster High: Great Scarrier Reef,2016,NOT RATED,12 Feb 2016,Animation,"Animation, Fantasy",71.0,"William Lau, Jun Falkenstein","Nina G. Bargiel, Shane Amsterdam, M.J. Offen (developer)","Larissa Gallagher, Kate Higgins, Debi Derryberry, Salli Saffioti",Splash into a whole new Monster High world with Lagoona and her friends as they're transported to the gore-­geous Great Scarrier Reef for a fintastic mission of the heart.,English,USA,None,0.0,,6.2,351,movie,14.688,7.7,109,7.87206,383.0,Larissa Gallagher, Kate Higgins, Debi Derryberry,,,0,0,0,0,0,0
6719,Five Blind Dates,2024,PG-13,13 Feb 2024,Comedy,"Comedy, Romance",83.0,Shawn Seet,"Shuang Hu, Nathan Ramos-Park","Shuang Hu, Yoson An, Jon Prasida",A woman is told by a fortune teller that she will meet her soulmate on one of the next five dates she goes on.,English,Australia,None,0.0,,5.0,1808,movie,14.685,5.5,80,5.89961,259.0,Shuang Hu, Yoson An, Jon Prasida,43%,,0,0,0,0,0,0
6720,Werewolf: The Beast Among Us,2012,R,09 Oct 2012,Action,"Action, Fantasy, Horror, Thriller",93.0,Louis Morneau,"Michael Tabb (screenplay), Catherine Cyran (screenplay), Louis Morneau (screenplay), Michael Tabb (story)","Ed Quinn, Guy Wilson, Stephen Rea, Rachel DiPillo","Set in a 19th century village, a young man studying under a local doctor joins a team of hunters on the trail of a wolf-like creature.",English,USA,2 nominations.,0.0,,5.1,6038,movie,14.682,5.9,248,5.91824,318.0,Ed Quinn, Guy Wilson, Stephen Rea,40%,,0,0,0,0,0,0
6721,The Book of Esther,2013,NOT RATED,11 Jun 2013,Drama,"Drama, History",90.0,David A.R. White,Timothy Ratajczak,"Jen Lilley, Joel Smallbone, Robert Miano",Jewish girl Esther is chosen as the new queen consort to King Xerxes of Persia. Will she be able to stop the evil Lord Haman's plot to exterminate the Jews?,English,United States,None,0.0,,4.2,1229,movie,14.68,5.5,18,6.44737,76.0,Jen Lilley, Joel Smallbone, Robert Miano,,,0,0,0,0,0,0
6722,To End All War: Oppenheimer & the Atomic Bomb,2023,PG-13,10 Jul 2023,Documentary,"Documentary, Biography, History",87.0,Christopher Cassel,Unknown,"J. Robert Oppenheimer, Kai Bird, Ellen Bradbury","Exploring how one man's brilliance, hubris and relentless drive changed the nature of war forever.",English,United States,1 win & 1 nomination,0.0,,7.4,2715,movie,14.678,7.8,207,7.53944,393.0,J. Robert Oppenheimer, Kai Bird, Ellen Bradbury,,,0,0,0,0,1,1
6723,Norm of the North: Keys to the Kingdom,2018,PG,09 Aug 2018,Animation,"Animation, Adventure, Comedy",91.0,"Tim Maltby, Lisa Ortiz, Richard Finn",Derek Chan,"Andrew Toth, Cole Howard, Maya Kay","When Norm returns to New York, he is falsely accused of a crime and must work with his pals to get the case dismissed while also protecting his kingdom in a winner-take-all hockey tournament.","English, Hindi","India, United States, China",None,0.0,,3.0,961,movie,14.678,5.1,36,4.47436,78.0,Andrew Toth, Cole Howard, Maya Kay,,,0,0,0,0,0,0
6724,The Flight of the Phoenix,1965,APPROVED,15 Dec 1965,Adventure,"Adventure, Drama",142.0,Robert Aldrich,"Lukas Heller, Elleston Trevor","James Stewart, Richard Attenborough, Peter Finch","After an oil company plane crashes in the Sahara, the survivors' hopes are buoyed by one of the passengers, an airplane designer who comes up with a plan to build a flyable plane from the wreckage.","English, Italian, Arabic",United States,Nominated for 2 Oscars. 6 nominations total,0.0,,7.5,22838,movie,14.678,7.2,317,7.47216,413.0,James Stewart, Richard Attenborough, Peter Finch,87%,,0,0,0,0,0,0
6725,Hollow Man II,2006,R,20 Jun 2006,Action,"Action, Horror, Sci-Fi, Thriller",91.0,Claudio Fäh,"Gary Scott Thompson (based on characters created by), Andrew W. Marlowe (based on characters created by), Joel Soisson (screenplay), Gary Scott Thompson (story)","Christian Slater, Peter Facinelli, Laura Regan, David McIlwraith",A Seattle detective and a biologist are on the run from a dangerous invisible assassin gone rogue.,English,USA,1 nomination.,0.0,,4.4,9190,movie,14.677,4.968,247,4.87112,419.0,Christian Slater, Peter Facinelli, Laura Regan,17%,,0,0,0,0,0,0
6726,Terra Formars,2016,NOT RATED,13 Jul 2019,Action,"Action, Horror, Sci-Fi",108.0,Takashi Miike,"Kazuki Nakashima, Yû Sasuga, Kenichi Tachibana","Rinko Kikuchi, Rila Fukushima, Tomohisa Yamashita","To colonize Mars, 21st century scientists seed the planet with algae and cockroaches. 500 years later, the first manned mission to Mars loses contact with Earth, and a second spacecraft is sent to investigate.","Japanese, English, Russian",Japan,None,0.0,,4.7,3453,movie,14.675,6.1,261,4.9098,255.0,Rinko Kikuchi, Rila Fukushima, Tomohisa Yamashita,,,0,0,0,0,0,0
6727,The Fly II,1989,R,10 Feb 1989,Drama,"Drama, Horror, Sci-Fi",105.0,Chris Walas,"Mick Garris, Jim Wheat, Ken Wheat","Eric Stoltz, Daphne Zuniga, Lee Richardson","The almost-human son of ""Brundlefly"" searches for a cure to his mutated genes while being monitored by a nefarious corporation that wishes to continue his father's experiments.",English,"United States, Canada",3 nominations,20021322.0,36.0,5.1,25275,movie,14.673,5.649,646,5.78054,884.0,Eric Stoltz, Daphne Zuniga, Lee Richardson,33%,36/100,0,0,0,0,0,0
6728,Little Lord Fauntleroy,1980,PG-13,25 Nov 1980,Drama,"Drama, Family, Romance",103.0,Jack Gold,"Blanche Hanalis, Frances Hodgson Burnett","Ricky Schroder, Alec Guinness, Eric Porter","An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental Lord, who oversees the trust.",English,United Kingdom,Won 1 Primetime Emmy. 1 win & 1 nomination total,0.0,,7.4,5392,movie,14.672,7.3,267,7.68797,266.0,Ricky Schroder, Alec Guinness, Eric Porter,,,0,0,0,0,0,0
6729,Wimbledon,2004,PG-13,17 Sep 2004,Comedy,"Comedy, Romance, Sport",98.0,Richard Loncraine,"Adam Brooks, Jennifer Flackett, Mark Levin","Kirsten Dunst, Paul Bettany, Jon Favreau","A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.","English, Italian","United Kingdom, France, United States",1 nomination,17001133.0,59.0,6.3,67607,movie,14.669,6.2,986,6.74824,1418.0,Kirsten Dunst, Paul Bettany, Jon Favreau,60%,59/100,0,0,0,0,0,0
6730,James and the Giant Peach,1996,PG,12 Apr 1996,Animation,"Animation, Adventure, Family",79.0,Henry Selick,"Roald Dahl, Karey Kirkpatrick, Jonathan Roberts","Paul Terry, Joanna Lumley, Pete Postlethwaite","An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",English,"United Kingdom, United States",Nominated for 1 Oscar. 4 wins & 13 nominations total,28946127.0,78.0,6.7,75770,movie,14.669,6.563,1312,6.92849,2769.0,Paul Terry, Joanna Lumley, Pete Postlethwaite,91%,78/100,0,0,0,0,0,0
6731,Snow White: A Tale of Terror,1997,R,01 Jan 1997,Adventure,"Adventure, Fantasy, Horror",100.0,Michael Cohn,"Tom Szollosi, Deborah Serra, Jacob Grimm","Sigourney Weaver, Sam Neill, Gil Bellows","In this dark take on the fairy tale, the growing hatred of a noblewoman, secretly a practitioner of the dark arts, for her stepdaughter, and the witch's horrifying attempts to kill her.",English,"Czech Republic, United States",Nominated for 3 Primetime Emmys. 7 nominations total,0.0,,6.1,11582,movie,14.669,6.069,253,6.64158,279.0,Sigourney Weaver, Sam Neill, Gil Bellows,55%,,0,0,0,0,0,0
6732,12 Mighty Orphans,2021,PG-13,18 Jun 2021,History,"History, Sport",118.0,Ty Roberts,"Jim Dent, Ty Roberts, Lane Garrison","Luke Wilson, Vinessa Shaw, Wayne Knight","Haunted by his mysterious past, a devoted high-school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.",English,United States,2 nominations,3689637.0,44.0,6.9,9307,movie,14.667,7.168,217,7.36218,624.0,Luke Wilson, Vinessa Shaw, Wayne Knight,63%,44/100,0,0,0,0,0,0
6733,Justice Society: World War II,2021,PG-13,27 Apr 2021,Animation,"Animation, Action, Adventure",84.0,Jeff Wamester,"Jeremy Adams, Meghan Fitzmartin","Stana Katic, Matt Bomer, Omid Abtahi","The Justice Society of America, a group of heroes aiding the allies in World War 2, acquire an ally from the future who sends them on an adventure that changes history.","English, Latin, French, German",United States,None,0.0,,6.4,9632,movie,14.666,7.4,552,6.97396,1229.0,Stana Katic, Matt Bomer, Omid Abtahi,76%,,0,0,0,0,0,0
6734,Justice League: Crisis on Two Earths,2010,PG-13,23 Feb 2010,Animation,"Animation, Action, Fantasy, Sci-Fi",75.0,"Sam Liu, Lauren Montgomery","Dwayne McDuffie, Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Bob Kane (character created by: Batman), William Moulton Marston (character created by: Wonder Woman)","William Baldwin, Mark Harmon, Chris Noth, Gina Torres",A good version of Lex Luthor from a parallel Earth comes to the Justice League's dimension for help to fight their evil counterparts.,English,USA,None,0.0,,7.3,25087,movie,14.664,7.3,701,7.3779,2027.0,William Baldwin, Mark Harmon, Chris Noth,,,0,0,0,0,0,0
6735,A Prophet,2009,R,26 Mar 2010,Crime,"Crime, Drama",155.0,Jacques Audiard,"Thomas Bidegain, Jacques Audiard, Abdel Raouf Dafri","Tahar Rahim, Niels Arestrup, Adel Bencherif",A delinquent Muslim man struggles to get by in prison until he is taken under the wing of a powerful mob boss. But his gradual rise through the mob's ranks brings him in conflict with his mentor.,"French, Arabic, Corsican","France, Italy",Nominated for 1 Oscar. 52 wins & 55 nominations total,2087720.0,90.0,7.8,103929,movie,14.662,7.594,1514,7.78967,1897.0,Tahar Rahim, Niels Arestrup, Adel Bencherif,96%,90/100,0,0,0,0,0,0
6736,Tale of Tales,2015,R,22 Apr 2016,Drama,"Drama, Fantasy, Horror",134.0,Matteo Garrone,"Edoardo Albinati, Ugo Chiti, Matteo Garrone","Salma Hayek, Vincent Cassel, Toby Jones","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.","English, Russian","Italy, France, United Kingdom",21 wins & 15 nominations,118925.0,72.0,6.4,31838,movie,14.661,6.411,1631,6.25247,1925.0,Salma Hayek, Vincent Cassel, Toby Jones,84%,72/100,0,0,0,0,21,15
6737,Quick Change,1990,R,13 Jul 1990,Comedy,"Comedy, Crime",89.0,"Howard Franklin, Bill Murray","Jay Cronley, Howard Franklin","Bill Murray, Geena Davis, Randy Quaid","Three thieves successfully rob a New York City bank, but making the escape from the city proves to be almost impossible.",English,United States,None,15260154.0,56.0,6.8,22718,movie,14.659,6.7,349,7.12137,585.0,Bill Murray, Geena Davis, Randy Quaid,84%,56/100,0,0,0,0,0,0
6738,The Last Black Man in San Francisco,2019,R,07 Jun 2019,Drama,Drama,121.0,Joe Talbot,"Jimmie Fails, Joe Talbot, Rob Richert","Jimmie Fails, Jonathan Majors, Rob Morgan",A young man searches for home in the changing city that seems to have left him behind.,English,United States,18 wins & 59 nominations,4515719.0,83.0,7.3,22324,movie,14.653,7.025,319,7.33442,924.0,Jimmie Fails, Jonathan Majors, Rob Morgan,93%,83/100,0,0,0,0,18,59
6739,UFO,2018,PG-13,04 Sep 2018,Drama,"Drama, Mystery, Sci-Fi",88.0,Ryan Eslinger,Ryan Eslinger,"Alex Sharp, Gillian Anderson, Ella Purnell","A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind.",English,United States,None,0.0,,6.2,12185,movie,14.651,6.875,440,6.84007,1682.0,Alex Sharp, Gillian Anderson, Ella Purnell,,,0,0,0,0,0,0
6740,Return to Oz,1985,PG,21 Jun 1985,Adventure,"Adventure, Family, Fantasy",113.0,Walter Murch,"Walter Murch, Gill Dennis, L. Frank Baum","Fairuza Balk, Nicol Williamson, Jean Marsh","Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",English,"United Kingdom, United States",Nominated for 1 Oscar. 6 nominations total,11137801.0,42.0,6.8,31787,movie,14.65,6.7,1006,7.03459,954.0,Fairuza Balk, Nicol Williamson, Jean Marsh,58%,42/100,0,0,0,0,0,0
6741,The Rite,2011,PG-13,28 Jan 2011,Drama,"Drama, Horror, Mystery",114.0,Mikael Håfström,"Michael Petroni, Matt Baglio","Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds",American seminary student Michael Kovak travels to Italy to take an exorcism course.,"English, Welsh, Italian, Latin, Russian, Hungarian, Greek","United States, Hungary, Italy",1 win & 5 nominations total,33047633.0,38.0,6.0,103803,movie,14.649,6.112,2070,6.36468,2967.0,Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds,22%,38/100,0,0,0,0,1,5
6742,Drop Dead Gorgeous,1999,PG-13,23 Jul 1999,Comedy,"Comedy, Romance, Thriller",97.0,Michael Patrick Jann,Lona Williams,"Kirsten Dunst, Denise Richards, Ellen Barkin",A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,"English, Japanese, French, Spanish","United States, Germany",2 wins & 2 nominations,10571408.0,28.0,6.7,42058,movie,14.648,6.4,370,7.1514,786.0,Kirsten Dunst, Denise Richards, Ellen Barkin,47%,28/100,0,0,0,0,2,2
6743,A Werewolf Boy,2012,NOT RATED,30 Nov 2012,Drama,"Drama, Fantasy, Romance",127.0,Sung-hee Jo,"Jo Sung Hee, Sung-hee Jo","Song Joong-ki, Park Bo-young, Lee Yeong-ran","Summoned by an unexpected phone call, an elderly woman visits the country cottage she lived in as a child. Memories of an orphan boy she knew 47 years ago come flooding back to her.",Korean,South Korea,4 wins & 9 nominations,342922.0,,7.2,9156,movie,14.647,7.7,260,8.08333,432.0,Song Joong-ki, Park Bo-young, Lee Yeong-ran,100%,,0,0,0,0,4,9
6744,Wild Orchid,1989,R,27 Apr 1990,Drama,"Drama, Romance",105.0,Zalman King,"Patricia Louisianna Knop, Zalman King","Mickey Rourke, Jacqueline Bisset, Carré Otis",A female lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,"English, Portuguese",United States,2 nominations,11060485.0,19.0,4.5,13157,movie,14.646,5.3,274,5.44882,381.0,Mickey Rourke, Jacqueline Bisset, Carré Otis,9%,19/100,0,0,0,0,0,0
6745,Dating Amber,2020,NOT RATED,10 Nov 2020,Comedy,"Comedy, Drama, Romance",92.0,David Freyne,David Freyne,"Fionn O'Shea, Lola Petticrew, Sharon Horgan",Two school friends decide to start a pretend straight relationship in an effort to fit in.,English,"Ireland, France, United States",3 wins & 9 nominations,0.0,59.0,7.0,8095,movie,14.645,7.2,157,7.2591,467.0,Fionn O'Shea, Lola Petticrew, Sharon Horgan,94%,59/100,0,0,0,0,3,9
6746,Yongju Valley,2015,PG-13,,Drama,Drama,0.0,Unknown,Unknown,Unknown,No plot available,Korean,South Korea,None,0.0,,,0,movie,14.643,1.0,1,0.0,0.0,Unknown,,,,,0,0,0,0,0,0
6747,Bad Ass,2012,R,05 Nov 2014,Action,"Action, Comedy, Crime",90.0,Craig Moss,"Craig Moss, Elliot Tishman","Danny Trejo, Charles S. Dutton, Ron Perlman",A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime.,English,United States,None,0.0,,5.5,19926,movie,14.64,5.793,401,6.13529,1020.0,Danny Trejo, Charles S. Dutton, Ron Perlman,20%,,0,0,0,0,0,0
6748,Tourist,2021,PG-13,06 Nov 2021,Action,Action,99.0,Andrey Shcherbinin,Vladimir Izmailov,"Aleksey Shevchenkov, Aleksandr Baranovskiy, Vladimir Petrov","December 2020. Former police officer Grisha Dmitriev arrives in the Central African Republic with a small group of Russian instructors. Grisha's assignment does not seem complicated, because the instructors' tasks are only to teac...",Russian,Russia,None,0.0,,5.3,408,movie,14.639,6.7,30,5.41667,24.0,Aleksey Shevchenkov, Aleksandr Baranovskiy, Vladimir Petrov,,,0,0,0,0,0,0
6749,Thunder Force,2021,PG-13,09 Apr 2021,Action,"Action, Adventure, Comedy",106.0,Ben Falcone,Ben Falcone,"Melissa McCarthy, Octavia Spencer, Jason Bateman","In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",English,United States,1 nomination,0.0,34.0,4.6,46278,movie,14.637,5.5,1232,5.45766,3330.0,Melissa McCarthy, Octavia Spencer, Jason Bateman,22%,34/100,0,0,0,0,0,0
6750,Tamil Rockers,2021,PG-13,31 Dec 2021,Action,"Action, Drama",98.0,Barani Jayapal,Barani Jayapal,"Premgi Amaren, S.P.B. Charan, Devadarshini Chetan",Four Major characters running for the Money facing more challenges by forgetting the same fact !!.,"Tamil, Telugu",India,None,0.0,,,186,movie,14.635,6.0,1,1.83333,6.0,Premgi Amaren, S.P.B. Charan, Devadarshini Chetan,,,0,0,0,0,0,0
6751,My Dinner with Andre,1981,PG,11 Oct 1981,Comedy,"Comedy, Drama",110.0,Louis Malle,"Wallace Shawn, Andre Gregory","Andre Gregory, Wallace Shawn, Jean Lenauer","Two old friends meet for dinner; as one tells anecdotes detailing his experiences, the other notices their differing worldviews.","English, French",United States,2 wins total,5073.0,83.0,7.7,27307,movie,14.634,7.509,390,7.49635,685.0,Andre Gregory, Wallace Shawn, Jean Lenauer,92%,83/100,0,0,0,0,0,0
6752,Where the Sidewalk Ends,1950,APPROVED,01 Aug 1950,Crime,"Crime, Drama, Film-Noir",95.0,Otto Preminger,"Ben Hecht, Victor Trivas, Frank P. Rosenberg","Dana Andrews, Gene Tierney, Gary Merrill",Det. Sgt. Mark Dixon wants to be something his old man wasn't: a guy on the right side of the law. Will Dixon's vicious nature get the better of him?,English,United States,None,0.0,,7.6,10234,movie,14.634,7.152,174,7.29949,197.0,Dana Andrews, Gene Tierney, Gary Merrill,100%,,0,0,0,0,0,0
6753,Summer School,1987,PG-13,22 Jul 1987,Comedy,"Comedy, Romance",97.0,Carl Reiner,"Stuart Birnbaum, David Dashev, Jeff Franklin","Mark Harmon, Kirstie Alley, Robin Thomas","Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the...",English,United States,1 nomination total,35659098.0,30.0,6.6,22885,movie,14.632,6.4,250,6.90508,590.0,Mark Harmon, Kirstie Alley, Robin Thomas,57%,30/100,0,0,0,0,0,0
6754,God's Not Dead: In God We Trust,2024,NOT RATED,12 Sep 2024,Drama,Drama,96.0,Vance Null,Tommy Blaze,"David A.R. White, Dean Cain, Samaire Armstrong","Amid political and spiritual turmoil, Reverend David Hill steps up to run for Congress. Opponent Peter Kane, aims to erase religion from policy, and the fight becomes a beacon of hope for people seeking moral leadership in a divid...",English,United States,None,3269322.0,,3.1,1030,movie,14.631,4.5,11,6.93827,81.0,David A.R. White, Dean Cain, Samaire Armstrong,,,0,0,0,0,0,0
6755,Black Narcissus,1947,APPROVED,01 Dec 1947,Drama,Drama,101.0,"Michael Powell, Emeric Pressburger","Rumer Godden, Michael Powell, Emeric Pressburger","Deborah Kerr, David Farrar, Flora Robson","A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.","English, French, Nepali","United Kingdom, Ireland",Won 2 Oscars. 5 wins & 1 nomination total,0.0,86.0,7.7,28639,movie,14.631,7.528,476,7.42966,526.0,Deborah Kerr, David Farrar, Flora Robson,100%,86/100,2,0,0,0,5,1
6756,15 Minutes,2001,R,09 Mar 2001,Action,"Action, Crime, Drama",120.0,John Herzfeld,John Herzfeld,"Robert De Niro, Edward Burns, Kelsey Grammer",A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.,"English, Czech, Russian, Greek, Afrikaans","United States, Germany",1 nomination total,24403552.0,34.0,6.1,52466,movie,14.631,5.939,713,6.30815,1019.0,Robert De Niro, Edward Burns, Kelsey Grammer,32%,34/100,0,0,0,0,0,0
6757,LEGO DC Comics Super Heroes: Aquaman - Rage of Atlantis,2018,NOT RATED,29 Aug 2018,Animation,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",77.0,Matt Peters,"James Krieg, Jeremy Adams, Jerry Siegel (created by: Superman), Joe Shuster (created by: Superman), Paul Norris (created by: Aquaman), Bob Kane (created by: Batman), Bill Finger (created by: Batman), Marv Wolfman (created by: Cyborg), George Pérez (created by: Cyborg), William Moulton Marston (created by: Wonder Woman)","Jonathan Adams, Dee Bradley Baker, Troy Baker, Eric Bauza","Aquaman must battle foes in the air, on land and in the depths of the Seven Seas, along with some help from The Justice League, to save the day .",English,USA,None,0.0,,5.7,857,movie,14.63,6.3,101,6.50814,307.0,Jonathan Adams, Dee Bradley Baker, Troy Baker,,,0,0,0,0,0,0
6758,Burying the Ex,2014,R,19 Jun 2015,Comedy,"Comedy, Horror, Romance",89.0,Joe Dante,Alan Trezza,"Anton Yelchin, Ashley Greene, Alexandra Daddario",A guy's regrets over moving in with his girlfriend are compounded when she dies and comes back as a zombie.,English,United States,2 wins & 1 nomination total,0.0,37.0,5.4,11725,movie,14.63,5.5,476,5.81306,781.0,Anton Yelchin, Ashley Greene, Alexandra Daddario,30%,37/100,0,0,0,0,2,1
6759,The Shootist,1976,PG,21 Jul 1976,Drama,"Drama, Romance, Western",100.0,Don Siegel,"Glendon Swarthout, Miles Hood Swarthout, Scott Hale","John Wayne, Lauren Bacall, Ron Howard",A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.,English,United States,Nominated for 1 Oscar. 1 win & 5 nominations total,8091910.0,77.0,7.6,27699,movie,14.629,7.0,341,7.42699,452.0,John Wayne, Lauren Bacall, Ron Howard,81%,77/100,0,0,0,0,0,0
6760,The Serpent and the Rainbow,1988,R,05 Feb 1988,Fantasy,"Fantasy, Horror",98.0,Wes Craven,"Wade Davis, Richard Maxwell, Adam Rodman","Bill Pullman, Cathy Tyson, Zakes Mokae",An anthropologist goes to Haiti to research a drug that makes someone appear dead by suspending all vital signs.,"English, French, Spanish",United States,1 nomination total,19595031.0,64.0,6.4,28327,movie,14.629,6.4,501,6.51634,612.0,Bill Pullman, Cathy Tyson, Zakes Mokae,,64/100,0,0,0,0,0,0
6761,Eraser: Reborn,2022,R,31 Mar 2022,Action,"Action, Crime, Thriller",102.0,John Pogue,"Tony Puryear, Walon Green, Michael S. Chernuchin","Dominic Sherwood, Jacky Lai, McKinley Belcher III",It is based on U.S. Marshal Mason Pollard who is specialized in engineering the fake deaths of witnesses that leaves no trace of their existence.,English,United States,None,0.0,,4.6,2664,movie,14.624,6.2,132,6.03621,580.0,Dominic Sherwood, Jacky Lai, McKinley Belcher III,,,0,0,0,0,0,0
6762,The Last Thing He Wanted,2020,R,21 Feb 2020,Crime,"Crime, Drama, Mystery",115.0,Dee Rees,"Marco Villalobos, Dee Rees, Joan Didion","Anne Hathaway, Ben Affleck, Rosie Perez",A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake...,"English, Spanish, French",United States,1 win & 1 nomination,0.0,35.0,4.4,16966,movie,14.624,4.9,503,5.29559,1042.0,Anne Hathaway, Ben Affleck, Rosie Perez,5%,35/100,0,0,0,0,1,1
